seatid,price,distance,height,seating_angle,visibility,turns_visible,track_length_visible,range_visible,seat_type,sun_cover,rain_cover,speed_category,overtake_probability,braking_zone,sold_first_hour
84376,2818,26,6,26,59,1,261,109,VIP,0.34,1,Fast,0.46,0,0
84377,3069,9,6,35,72,0,191,283,VIP,0.11,1,Fast,0.49,0,0
84378,1452,47,12,29,63,3,210,184,Premium,0.27,0.08,Slow,0.53,1,0
84379,2216,36,0,75,57,1,284,189,VIP,0.23,0.31,Medium,0.67,1,0
84380,231,139,9,21,73,2,208,281,General,0.34,0.43,Fast,0.4,1,1
84381,277,129,12,11,64,1,274,230,General,0.47,0.85,Fast,0.28,0,1
84382,2579,32,3,88,65,0,231,137,VIP,0.34,0.51,Slow,0.71,0,0
84383,3242,17,0,6,61,3,189,194,VIP,0.27,0.44,Medium,0.54,1,0
84384,2477,24,0,62,64,2,198,157,VIP,0.18,0.45,Medium,0.5,0,0
84385,3067,17,7,49,59,2,162,233,VIP,0.32,1,Slow,0.77,0,0
84386,2419,6,0,11,62,3,210,188,VIP,0.23,0.36,Slow,0.66,0,0
84387,2537,35,6,9,63,1,235,128,VIP,0.2,0.86,Medium,0.64,0,0
84388,2565,37,0,2,67,2,181,192,VIP,0.15,0.65,Fast,0.37,0,0
84389,1399,38,1,67,53,1,152,152,Premium,0.09,0.83,Slow,0.81,1,0
84390,2781,35,1,43,70,2,264,176,VIP,0.22,1,Fast,0.14,0,0
84391,282,114,9,82,63,0,310,162,General,0.24,0.47,Fast,0.25,1,1
84392,269,136,21,88,73,1,301,319,General,0.64,0.56,Medium,0.34,0,1
84393,436,118,9,76,63,2,163,113,General,0.27,0.46,Medium,0.32,0,0
84394,341,126,9,1,68,0,328,288,General,0.21,0.49,Medium,0.65,0,1
84395,301,92,12,49,72,2,287,274,General,0.19,0.67,Slow,0.52,1,1
84396,3085,22,8,2,60,0,184,195,VIP,0.24,0.41,Medium,0.58,0,0
84397,2494,33,9,65,71,0,193,248,VIP,0.13,0.58,Fast,0.34,1,0
84398,1779,36,8,67,60,1,173,221,VIP,0.31,0.97,Fast,0.39,0,0
84399,227,131,13,51,70,1,293,272,General,0.16,0.93,Medium,0.46,0,0
84400,2736,42,5,13,68,2,189,167,VIP,0.15,0.89,Fast,0.2,0,0
84401,616,44,13,83,78,1,258,197,General,0.42,0.09,Fast,0.21,0,0
84402,406,117,10,78,67,2,178,151,General,0.34,0.93,Slow,0.85,1,1
84403,2473,32,3,24,64,0,217,138,VIP,0.3,1,Fast,0.15,0,0
84404,2701,27,5,18,64,2,195,209,VIP,0.16,1,Slow,0.8,1,0
84405,330,117,7,59,63,3,186,216,General,0.2,0.76,Fast,0.13,0,1
84406,3139,39,9,36,81,1,304,253,VIP,0.43,0.81,Fast,0.26,1,0
84407,247,119,17,50,80,0,237,222,General,0.45,0.63,Slow,0.55,1,0
84408,3051,33,4,19,68,0,222,206,VIP,0.25,0.66,Fast,0.3,0,0
84409,242,117,5,55,64,3,310,184,General,0.27,0.84,Medium,0.3,0,0
84410,213,123,10,24,74,3,346,207,General,0.34,0.38,Fast,0.21,0,1
84411,198,121,7,65,72,2,278,273,General,0.3,0.89,Slow,0.64,1,0
84412,2617,28,5,29,68,2,335,187,VIP,0.25,0.76,Fast,0.35,0,0
84413,2394,36,5,49,48,2,135,86,VIP,0.26,1,Medium,0.45,0,0
84414,627,29,4,50,62,1,193,277,General,0.34,0.04,Fast,0.12,0,0
84415,3482,17,0,67,55,2,252,206,VIP,0.2,0.31,Medium,0.51,1,0
84416,2518,38,1,20,61,1,300,178,VIP,0.13,0.48,Medium,0.42,1,0
84417,668,32,5,36,73,0,187,223,Premium,0.31,0.39,Medium,0.68,0,0
84418,2450,29,5,35,72,2,315,151,VIP,0.2,0.47,Fast,0.27,0,0
84419,3118,33,9,2,69,2,243,218,VIP,0.12,0.61,Fast,0.34,0,0
84420,311,139,11,41,65,1,211,151,General,0.34,0.33,Medium,0.6,1,1
84421,1207,41,0,29,63,0,285,192,Premium,0.39,0.43,Slow,0.55,1,0
84422,1407,27,0,57,63,3,295,100,Premium,0.28,0.44,Medium,0.59,0,0
84423,339,122,7,82,65,2,171,232,General,0.38,0.81,Fast,0.19,0,0
84424,1164,23,4,68,65,2,180,245,Premium,0.34,0.88,Fast,0.44,0,0
84425,125,138,16,64,71,1,298,148,General,0.34,0.13,Slow,0.55,1,1
84426,2937,30,0,33,54,1,158,196,VIP,0.17,0.93,Medium,0.33,0,0
84427,2562,34,0,7,53,0,210,171,VIP,0.3,0.49,Slow,0.56,1,0
84428,411,124,18,85,63,1,303,272,General,0.38,0.75,Slow,0.55,0,0
84429,2988,24,0,49,58,0,237,193,VIP,0.26,0.94,Slow,0.58,0,0
84430,2711,26,1,42,62,1,254,213,VIP,0.19,0.81,Slow,0.74,1,0
84431,2758,31,1,48,64,3,247,246,VIP,0,1,Fast,0.16,0,0
84432,360,115,16,38,77,2,216,238,General,0.24,0.92,Medium,0.69,1,0
84433,297,135,20,32,83,3,228,202,General,0.29,0.8,Medium,0.6,0,1
84434,445,92,13,38,70,2,231,167,General,0.5,0.92,Medium,0.54,1,0
84435,408,117,9,79,88,2,387,195,General,0.15,0.52,Slow,0.79,0,1
84436,202,121,6,54,68,2,222,225,General,0.22,0.35,Medium,0.6,1,1
84437,2194,39,0,55,52,2,145,209,VIP,0.31,0.4,Fast,0.26,1,0
84438,153,130,10,15,69,2,199,331,General,0.55,0.41,Medium,0.57,0,1
84439,2946,19,0,17,63,0,232,127,VIP,0.38,0.53,Fast,0.42,0,0
84440,2603,17,0,2,50,0,187,214,VIP,0.22,1,Medium,0.53,1,0
84441,256,121,11,52,68,3,264,198,General,0.38,0.33,Slow,0.79,1,0
84442,2431,33,5,6,61,2,208,215,VIP,0.09,0.92,Medium,0.52,0,0
84443,269,88,16,84,66,1,196,158,General,0.2,0.69,Fast,0.41,0,1
84444,3326,27,2,70,58,2,151,205,VIP,0.12,0.37,Fast,0.16,0,0
84445,285,104,16,44,72,3,352,130,General,0.28,0.7,Slow,0.79,0,0
84446,1407,24,9,60,59,1,201,210,Premium,0.11,0.85,Fast,0.35,0,0
84447,1818,38,12,74,59,2,248,87,VIP,0.32,0.73,Medium,0.65,1,0
84448,2393,31,4,82,62,2,274,151,VIP,0.18,0.56,Slow,0.8,0,0
84449,2935,41,3,79,66,1,322,244,VIP,0.34,1,Medium,0.57,0,0
84450,598,33,7,24,54,0,185,125,General,0.24,0.25,Medium,0.37,0,0
84451,239,128,8,58,74,2,198,150,General,0.34,0.29,Slow,0.82,1,0
84452,2986,26,2,72,63,1,174,175,VIP,0.15,1,Fast,0.12,0,0
84453,274,115,8,52,72,2,331,138,General,0.32,0.3,Slow,0.51,1,0
84454,1117,39,8,83,68,2,290,154,Premium,0.2,0.64,Fast,0.2,1,0
84455,126,120,5,2,75,2,198,184,General,0.16,0.24,Fast,0.38,0,1
84456,1032,30,1,40,65,3,222,245,Premium,0.05,0.18,Fast,0.19,0,0
84457,246,131,13,34,68,2,190,229,General,0.34,0.38,Fast,0.43,0,0
84458,2713,37,1,68,62,1,264,267,VIP,0.22,0.39,Slow,0.55,1,0
84459,3451,16,1,33,52,2,262,74,VIP,0.19,0.94,Fast,0.45,0,0
84460,2606,27,1,76,53,2,213,191,VIP,0.34,1,Fast,0.13,0,0
84461,1140,21,2,73,68,0,198,242,Premium,0.19,0.89,Fast,0.34,0,1
84462,2734,36,0,73,47,1,217,223,VIP,0.28,0.52,Slow,0.82,1,0
84463,1317,29,7,55,53,0,193,173,Premium,0.45,0.53,Medium,0.66,0,0
84464,191,123,11,45,66,0,168,116,General,0.23,0.03,Fast,0.25,1,1
84465,1203,49,2,35,52,0,198,209,Premium,0.3,0.27,Fast,0.33,0,1
84466,3382,20,3,75,64,3,274,139,VIP,0.31,0.31,Slow,0.58,0,0
84467,493,48,1,62,58,2,155,106,General,0.29,0.92,Medium,0.36,0,0
84468,2665,17,0,5,51,1,202,167,VIP,0.3,1,Medium,0.61,0,0
84469,2960,10,1,65,67,0,185,139,VIP,0.37,0.77,Medium,0.43,1,0
84470,2889,5,0,17,50,2,150,103,VIP,0.29,0.98,Medium,0.37,1,0
84471,240,95,10,9,57,2,264,200,General,0.41,0.02,Fast,0.29,0,0
84472,318,141,17,80,77,3,323,222,General,0.17,0.84,Medium,0.32,0,1
84473,3362,24,8,29,63,1,180,233,VIP,0.08,1,Medium,0.7,0,0
84474,207,130,5,82,60,0,251,137,General,0.18,0.57,Medium,0.52,0,0
84475,2518,40,0,18,61,1,235,191,VIP,0.13,0.88,Medium,0.68,0,0
84476,288,116,17,31,74,2,279,219,General,0.27,0.71,Fast,0.31,0,1
84477,151,136,7,79,74,0,364,195,General,0.35,0.63,Medium,0.62,0,1
84478,2379,30,0,25,68,0,298,297,VIP,0.29,1,Fast,0.23,0,0
84479,482,82,6,65,63,1,205,138,General,0.38,0.81,Medium,0.32,0,0
84480,334,101,7,2,67,2,180,128,General,0.29,0.98,Fast,0.29,1,0
84481,303,113,15,70,70,2,180,253,General,0.27,0.39,Fast,0.23,0,1
84482,103,132,8,60,68,2,200,205,General,0.48,0.5,Medium,0.63,0,1
84483,457,108,11,83,59,2,234,185,Premium,0.3,0.6,Fast,0.13,0,1
84484,415,103,9,21,77,2,281,173,General,0.16,0.53,Medium,0.55,0,1
84485,78,156,12,12,66,1,180,277,General,0.35,0.66,Fast,0.32,0,1
84486,393,95,9,13,67,3,279,197,General,0.34,0.72,Medium,0.62,0,0
84487,1285,20,9,68,59,2,217,124,Premium,0.24,0.35,Fast,0.35,0,0
84488,2395,36,0,32,56,1,208,252,VIP,0.13,0.48,Slow,0.86,0,0
84489,180,128,17,26,79,1,247,201,General,0.28,0.42,Slow,0.63,1,1
84490,3478,39,0,32,54,1,151,215,VIP,0.28,0.64,Medium,0.65,1,0
84491,2049,31,0,4,58,1,192,195,VIP,0.26,0.62,Slow,0.64,1,0
84492,246,118,19,33,77,3,320,168,General,0.13,0.43,Fast,0.37,1,1
84493,341,137,10,39,59,1,268,251,General,0.31,0.33,Slow,0.72,1,0
84494,78,157,17,87,78,3,305,230,General,0.31,0.86,Fast,0.27,0,1
84495,555,122,12,71,65,2,193,157,General,0.59,0.43,Medium,0.34,0,1
84496,258,111,19,59,81,2,340,343,General,0.25,0.77,Fast,0.22,0,1
84497,3144,34,0,39,63,1,234,220,VIP,0.28,0.83,Medium,0.68,0,0
84498,232,129,11,2,72,2,279,244,General,0.3,0.39,Medium,0.39,1,1
84499,2537,27,0,34,51,0,199,229,VIP,0.23,0.38,Medium,0.57,0,0
84500,294,125,2,70,61,1,260,287,General,0.27,0.4,Slow,0.85,0,0
84501,1190,43,8,53,66,1,238,282,Premium,0.32,0.62,Fast,0.16,0,1
84502,2494,15,2,57,61,1,303,179,VIP,0.36,1,Medium,0.48,0,0
84503,3070,23,0,19,63,0,201,187,VIP,0.23,0.3,Slow,0.64,1,0
84504,2592,9,0,76,58,1,266,121,VIP,0.35,0.6,Fast,0.3,0,0
84505,345,122,6,33,65,3,240,168,General,0.1,0.22,Fast,0.46,0,0
84506,1436,17,0,80,64,1,202,197,Premium,0.17,0.19,Medium,0.66,0,0
84507,512,119,12,47,73,3,332,225,General,0.28,0.52,Slow,0.86,1,0
84508,733,35,11,29,67,2,185,190,General,0.36,0.12,Fast,0.29,0,0
84509,258,136,9,34,76,3,283,293,General,0.31,0.28,Fast,0.3,0,0
84510,1357,40,7,77,54,2,243,157,Premium,0.34,0.88,Slow,0.78,1,0
84511,176,115,13,60,66,1,291,142,General,0.26,0.32,Slow,0.67,1,1
84512,153,126,8,62,67,2,234,175,General,0.15,0.96,Medium,0.46,0,0
84513,319,100,13,64,68,1,310,145,General,0.47,0.7,Slow,0.64,0,0
84514,385,98,13,69,63,2,290,195,General,0.36,0.87,Slow,0.63,1,0
84515,207,124,8,61,75,2,217,258,General,0.14,0.54,Slow,0.58,1,1
84516,2266,35,7,0,63,1,309,208,VIP,0.12,0.89,Medium,0.52,0,0
84517,2381,32,2,71,58,1,161,228,VIP,0.07,0.86,Slow,0.83,0,0
84518,337,121,10,66,80,3,327,207,General,0.37,0.72,Fast,0.26,0,1
84519,384,116,14,20,72,3,189,314,General,0.29,0.12,Slow,0.81,1,0
84520,2517,31,10,25,75,1,226,189,VIP,0.3,0.92,Slow,0.72,1,0
84521,497,43,6,19,56,2,200,149,General,0.12,0.19,Slow,0.57,1,0
84522,714,45,1,82,70,2,301,243,General,0.13,0.92,Medium,0.58,1,0
84523,103,144,19,29,72,3,198,272,General,0.28,0.43,Fast,0.44,1,1
84524,405,86,5,59,67,1,333,149,General,0.24,0.33,Medium,0.43,1,1
84525,2390,28,8,31,65,1,231,154,VIP,0.34,0.6,Fast,0.49,0,0
84526,1743,34,6,48,58,2,186,214,Premium,0.28,0.09,Slow,0.77,1,0
84527,384,120,8,54,71,2,313,259,General,0.29,0.39,Fast,0.29,0,1
84528,214,125,28,37,85,3,234,406,General,0.34,0.93,Medium,0.44,0,1
84529,1224,38,21,19,72,2,187,216,Premium,0.6,0.11,Fast,0.31,0,0
84530,255,110,6,4,65,1,261,211,General,0.31,0.03,Slow,0.61,1,1
84531,380,101,8,10,67,2,194,224,General,0.37,0.71,Medium,0.42,1,0
84532,197,106,4,39,60,1,179,222,General,0.08,0.53,Slow,0.58,0,0
84533,118,112,21,80,83,3,276,186,General,0.32,0.43,Slow,0.57,1,1
84534,3532,18,0,81,64,2,250,218,VIP,0.23,1,Medium,0.54,1,0
84535,2773,6,0,76,59,1,273,193,VIP,0.1,0.54,Medium,0.62,1,0
84536,48,130,8,74,71,1,258,286,General,0.4,0.99,Fast,0.17,0,1
84537,171,137,7,27,73,2,235,291,General,0.27,0.18,Fast,0.32,0,1
84538,605,87,2,39,72,0,242,291,General,0.3,0.89,Fast,0.45,1,0
84539,1424,31,0,42,56,2,180,100,Premium,0.23,0.2,Medium,0.35,1,0
84540,409,117,18,61,79,2,394,237,General,0.38,0.16,Slow,0.59,0,0
84541,2896,29,8,31,70,2,209,197,VIP,0.22,1,Fast,0.3,1,0
84542,3172,16,0,78,65,1,284,123,VIP,0.27,0.98,Slow,0.61,1,0
84543,190,104,4,53,67,1,180,227,General,0.4,0.09,Fast,0.19,0,1
84544,2904,24,1,82,51,2,171,217,VIP,0.25,0.5,Fast,0.18,0,0
84545,154,132,17,44,68,2,236,237,General,0.09,0.42,Medium,0.31,0,1
84546,3077,32,7,89,64,2,250,95,VIP,0.36,1,Fast,0.45,1,0
84547,314,106,11,40,67,1,315,177,General,0.25,0.34,Fast,0.39,0,0
84548,238,135,14,74,75,1,350,192,General,0.59,0.98,Slow,0.63,1,1
84549,3142,33,0,54,53,1,178,172,VIP,0.24,0.57,Medium,0.52,0,0
84550,2876,22,1,19,60,0,182,224,VIP,0.36,0.44,Medium,0.41,0,0
84551,2868,34,0,40,51,2,245,110,VIP,0.24,0.58,Medium,0.68,0,0
84552,315,107,7,65,64,2,319,258,General,0.22,0.36,Fast,0.45,0,0
84553,2794,30,13,14,66,3,177,217,VIP,0.14,1,Slow,0.89,1,0
84554,2924,41,9,37,65,1,260,273,VIP,0.42,0.95,Fast,0.18,0,0
84555,1118,40,6,57,70,0,306,219,Premium,0.13,0.26,Fast,0.45,0,1
84556,417,102,7,28,65,0,166,136,General,0.31,0.68,Slow,0.77,1,0
84557,1567,89,9,30,66,2,178,147,Premium,0.28,0.65,Medium,0.58,0,0
84558,2680,31,11,26,85,4,413,271,VIP,0.34,0.7,Medium,0.44,1,0
84559,2611,33,0,48,62,2,159,145,VIP,0.09,0.51,Medium,0.43,1,0
84560,3396,26,12,64,66,1,245,260,VIP,0.27,1,Slow,0.84,1,0
84561,279,117,6,47,67,3,207,159,General,0.34,0.87,Medium,0.45,1,1
84562,347,120,10,13,61,2,272,292,General,0.28,0.41,Fast,0.34,0,1
84563,944,47,1,53,56,0,216,148,Premium,0.43,0.8,Medium,0.57,0,0
84564,2339,34,9,56,83,3,268,264,VIP,0.15,1,Slow,0.5,1,0
84565,3243,5,0,78,54,0,150,231,VIP,0.29,0.83,Medium,0.3,0,0
84566,967,48,0,15,51,0,167,153,Premium,0.2,0.68,Medium,0.4,1,0
84567,2611,18,0,5,58,1,162,135,VIP,0.26,1,Fast,0.37,0,0
84568,2721,20,0,14,57,0,171,216,VIP,0.26,0.52,Fast,0.31,0,0
84569,467,93,13,77,66,0,200,110,General,0.35,0.19,Fast,0.42,1,0
84570,445,101,6,68,79,2,229,221,General,0.22,0.33,Slow,0.86,1,0
84571,2112,29,5,47,63,2,210,128,VIP,0.03,0.64,Fast,0.28,1,0
84572,345,114,10,23,69,1,212,225,General,0.29,0.97,Slow,0.55,1,1
84573,2189,23,5,77,59,1,261,142,VIP,0.19,1,Slow,0.72,1,0
84574,2283,26,6,44,70,2,351,228,VIP,0.48,0.8,Medium,0.49,0,0
84575,420,106,10,55,66,0,281,233,General,0.29,0.97,Medium,0.31,0,0
84576,289,109,16,42,84,2,228,235,General,0.28,0.18,Slow,0.72,1,1
84577,477,121,9,70,67,3,336,302,General,0.46,0.27,Slow,0.7,1,1
84578,1973,29,2,31,60,3,243,181,VIP,0.22,0.33,Fast,0.13,0,0
84579,2263,22,0,58,52,1,156,197,VIP,0.26,0.59,Medium,0.55,0,0
84580,2622,30,3,55,48,1,126,63,VIP,0.26,0.48,Fast,0.42,1,0
84581,152,122,17,30,72,1,249,237,General,0.23,0.85,Slow,0.83,1,1
84582,2833,18,1,33,63,0,173,211,VIP,0.3,0.68,Slow,0.53,1,0
84583,949,13,0,66,59,1,215,167,Premium,0.21,0.69,Fast,0.28,0,0
84584,440,133,9,79,59,1,243,96,General,0.26,0.53,Medium,0.44,0,0
84585,312,139,7,68,71,3,277,215,General,0.25,0.07,Fast,0.44,0,1
84586,1905,24,0,54,58,1,183,198,VIP,0.23,1,Medium,0.65,0,0
84587,1404,35,4,39,60,0,281,120,Premium,0.2,0.43,Fast,0.43,0,0
84588,169,113,6,54,57,2,165,99,General,0.29,0.17,Fast,0.19,0,0
84589,366,104,0,39,65,1,291,226,General,0.2,0.97,Fast,0.33,1,0
84590,2492,23,1,3,68,2,180,188,VIP,0.24,0.69,Slow,0.84,1,0
84591,334,125,16,36,73,0,189,258,General,0.47,0.58,Medium,0.35,0,0
84592,1340,17,2,74,67,1,306,183,Premium,0.28,0.3,Medium,0.32,0,0
84593,299,131,12,19,74,2,269,181,General,0.16,0.29,Slow,0.79,1,1
84594,2971,21,5,60,58,0,268,185,VIP,0.31,0.32,Slow,0.6,1,0
84595,3213,20,0,5,62,3,163,108,VIP,0.23,0.98,Slow,0.76,1,0
84596,2960,25,3,14,46,0,172,176,VIP,0.2,0.88,Slow,0.82,1,0
84597,1337,35,4,43,61,1,231,266,Premium,0.29,0.54,Slow,0.87,1,0
84598,322,129,13,68,78,1,281,166,General,0.28,0.16,Medium,0.42,0,0
84599,349,121,15,4,69,2,217,157,General,0.45,0.85,Fast,0.18,1,1
84600,1238,48,1,49,59,1,172,121,Premium,0.15,0.64,Fast,0.37,0,0
84601,2411,21,7,55,58,1,159,197,VIP,0.44,1,Medium,0.57,1,0
84602,858,44,1,7,55,2,167,183,Premium,0.55,0.14,Slow,0.84,1,0
84603,2858,5,7,64,66,2,179,249,VIP,0.34,0.48,Slow,0.81,1,0
84604,2400,33,8,69,67,2,331,148,VIP,0.28,0.84,Medium,0.57,1,0
84605,3559,18,11,36,60,2,296,211,VIP,0.34,1,Slow,0.58,0,0
84606,433,105,9,51,65,1,293,270,General,0.15,0.53,Fast,0.28,0,0
84607,2804,34,0,73,58,0,257,238,VIP,0.19,0.95,Medium,0.57,0,0
84608,3063,31,12,4,70,2,280,294,VIP,0.33,0.41,Fast,0.27,0,0
84609,2281,37,9,38,60,2,241,251,VIP,0.19,0.71,Medium,0.53,0,0
84610,310,141,10,74,73,0,307,304,General,0.43,0.13,Fast,0.24,0,1
84611,2296,30,0,74,56,2,270,242,VIP,0.22,0.52,Medium,0.63,0,0
84612,411,132,19,27,60,0,244,258,General,0.47,0.74,Slow,0.68,1,0
84613,2541,19,5,89,69,2,238,189,VIP,0.2,0.98,Slow,0.77,0,1
84614,713,35,0,46,68,1,216,256,General,0.15,0.75,Medium,0.46,0,0
84615,2662,31,7,43,66,0,231,229,VIP,0.22,0.82,Slow,0.84,1,0
84616,1015,44,4,55,49,1,222,212,Premium,0.25,0.15,Medium,0.34,0,0
84617,2447,15,3,86,57,0,255,247,VIP,0.07,0.46,Fast,0.13,0,0
84618,250,104,12,9,58,1,151,211,General,0.35,0.05,Medium,0.62,1,1
84619,724,110,5,68,63,1,185,192,Premium,0.07,0.11,Fast,0.35,0,1
84620,1574,45,0,32,51,2,198,190,Premium,0.07,0.72,Slow,0.68,1,0
84621,449,100,10,10,69,2,340,247,General,0.35,0.78,Fast,0.25,0,0
84622,2687,22,3,59,73,3,243,203,VIP,0.25,0.88,Slow,0.89,1,0
84623,308,122,8,48,58,2,236,226,General,0.34,0.13,Fast,0.31,0,0
84624,287,100,13,13,75,3,302,188,General,0.3,0.99,Medium,0.57,0,0
84625,2477,16,7,72,60,0,163,210,VIP,0.09,1,Fast,0.17,0,0
84626,3018,26,5,6,58,1,254,196,VIP,0.29,0.56,Slow,0.77,1,0
84627,312,133,11,54,66,3,306,219,General,0.51,0.75,Fast,0.28,0,1
84628,392,101,9,36,65,3,312,196,General,0.33,0.62,Slow,0.79,1,0
84629,323,120,13,81,68,0,176,195,General,0.23,0.33,Medium,0.34,0,0
84630,2542,34,5,12,67,1,302,137,VIP,0.23,1,Slow,0.54,1,0
84631,48,130,10,0,71,0,282,162,General,0.34,0.65,Medium,0.31,0,1
84632,3038,17,0,66,49,1,234,186,VIP,0.36,0.51,Medium,0.68,0,0
84633,1484,31,9,74,70,0,334,174,Premium,0.17,0.99,Slow,0.85,0,0
84634,650,25,6,11,59,0,262,144,General,0.27,0.79,Medium,0.32,1,0
84635,263,124,14,65,72,2,360,241,General,0.3,0.55,Medium,0.64,0,1
84636,1154,41,0,40,58,1,187,238,Premium,0.38,0.78,Medium,0.5,0,0
84637,1359,23,5,58,58,1,255,208,Premium,0.15,0.01,Medium,0.47,0,0
84638,2919,28,6,34,55,2,249,143,VIP,0.2,0.33,Medium,0.43,0,0
84639,169,126,5,49,57,1,213,233,General,0.17,0.33,Fast,0.4,0,0
84640,584,98,13,28,70,0,298,218,Premium,0.34,0.53,Fast,0.24,0,1
84641,2589,43,1,52,63,0,263,266,VIP,0.13,0.62,Medium,0.36,0,0
84642,2055,20,8,32,74,0,339,243,VIP,0.37,0.76,Medium,0.35,1,0
84643,441,117,14,43,67,2,316,192,Premium,0.27,0.01,Fast,0.18,0,1
84644,2674,15,3,69,62,1,308,136,VIP,0.18,0.88,Fast,0.47,0,0
84645,269,127,8,5,74,2,323,218,General,0.28,0.2,Slow,0.64,0,0
84646,1043,24,0,49,50,1,152,155,Premium,0.17,0.35,Fast,0.28,1,0
84647,355,107,14,1,70,1,329,290,General,0.37,0.3,Medium,0.36,0,1
84648,2831,46,5,23,79,3,347,205,VIP,0.03,1,Fast,0.33,1,0
84649,2936,17,0,27,58,2,277,222,VIP,0.18,1,Slow,0.66,0,0
84650,225,118,8,49,59,0,195,219,General,0.52,0.5,Fast,0.41,1,0
84651,477,98,4,44,60,1,193,208,General,0.42,0.13,Medium,0.48,0,1
84652,1161,59,0,73,58,2,176,128,Premium,0.04,0.51,Fast,0.15,0,0
84653,1827,31,0,82,66,3,207,168,VIP,0.27,1,Medium,0.39,0,0
84654,2999,24,1,32,64,2,251,145,VIP,0.27,0.71,Fast,0.45,1,0
84655,316,95,10,49,60,3,244,205,General,0.39,1,Fast,0.26,1,0
84656,277,117,12,3,72,2,361,167,General,0.4,0.97,Slow,0.79,1,1
84657,1448,40,3,15,60,2,160,160,Premium,0.11,0.85,Slow,0.54,1,0
84658,403,93,10,85,67,0,191,180,General,0.24,0.67,Medium,0.45,0,1
84659,305,106,7,86,69,0,330,181,General,0.3,0.69,Fast,0.37,0,1
84660,122,137,13,62,71,2,247,280,General,0.31,0.46,Medium,0.34,1,1
84661,2576,30,6,6,59,1,271,249,VIP,0.37,0.73,Fast,0.29,1,0
84662,329,128,15,46,69,1,183,225,General,0.22,0.97,Slow,0.52,1,0
84663,130,123,5,49,60,3,237,151,General,0.14,0.05,Slow,0.66,1,1
84664,131,134,17,81,69,0,230,242,General,0.44,0.04,Slow,0.85,1,1
84665,2400,37,9,89,64,1,220,65,VIP,0.54,0.67,Fast,0.18,0,0
84666,2968,10,4,85,55,2,146,220,VIP,0.29,0.64,Slow,0.77,1,0
84667,2163,29,6,47,76,0,294,205,VIP,0.35,0.96,Fast,0.12,0,0
84668,281,121,2,54,59,2,270,148,General,0.23,0.89,Fast,0.43,0,0
84669,3591,27,3,49,71,1,355,227,VIP,0.41,1,Fast,0.23,0,0
84670,2124,32,0,59,66,0,257,215,VIP,0.12,0.64,Slow,0.81,0,0
84671,252,125,16,56,79,3,269,270,General,0.22,0.17,Slow,0.88,0,1
84672,310,136,13,21,79,0,313,292,General,0.33,0.6,Medium,0.31,1,1
84673,346,108,11,11,69,1,204,242,General,0.54,0.96,Medium,0.7,0,0
84674,286,118,8,1,64,3,174,192,General,0.24,0.83,Fast,0.28,0,1
84675,2643,20,2,71,59,2,286,103,VIP,0.28,0.96,Slow,0.65,1,0
84676,2704,29,0,78,67,3,211,170,VIP,0.05,1,Medium,0.38,1,0
84677,1344,25,9,34,69,2,191,200,Premium,0.3,0.45,Slow,0.81,1,0
84678,243,119,12,29,69,2,254,217,General,0.21,0.21,Fast,0.28,0,1
84679,173,127,15,84,70,2,231,122,General,0.36,0.03,Fast,0.16,0,1
84680,1045,36,2,66,66,1,255,143,Premium,0.19,0.57,Medium,0.5,1,0
84681,155,119,12,42,67,3,186,191,General,0.41,0.11,Fast,0.28,0,1
84682,1401,35,0,21,57,2,185,226,Premium,0.11,0.95,Fast,0.35,0,0
84683,1408,26,0,23,56,1,205,129,Premium,0.14,0.97,Medium,0.55,0,0
84684,2395,31,8,73,64,1,317,260,VIP,0.38,1,Slow,0.51,1,0
84685,498,31,9,28,69,0,216,119,General,0.16,0.91,Medium,0.68,0,0
84686,465,105,16,3,79,0,379,232,General,0.3,0.34,Medium,0.41,0,0
84687,1486,39,1,64,60,3,217,164,Premium,0.24,0.95,Medium,0.38,1,1
84688,103,141,21,43,78,3,246,178,General,0.43,0.3,Medium,0.37,1,1
84689,3044,26,10,36,65,1,219,207,VIP,0.46,0.71,Fast,0.45,0,0
84690,292,108,10,11,71,0,297,267,General,0.47,0.83,Fast,0.17,0,1
84691,3507,20,3,58,62,1,218,204,VIP,0.32,1,Medium,0.4,0,0
84692,1135,33,2,58,61,3,176,197,Premium,0.22,0.7,Medium,0.69,0,1
84693,1439,36,3,69,67,0,293,176,Premium,0.22,0.04,Medium,0.41,1,0
84694,624,24,3,78,66,2,181,198,General,0.23,0.14,Slow,0.62,1,0
84695,1427,32,7,1,62,3,228,76,Premium,0.06,0.78,Medium,0.61,1,0
84696,3670,10,0,73,60,2,188,71,VIP,0.27,0.61,Slow,0.74,0,0
84697,2215,21,13,76,75,3,335,203,VIP,0.4,0.74,Fast,0.12,0,0
84698,220,130,8,28,79,3,341,277,General,0.24,0.96,Medium,0.57,0,1
84699,2788,33,11,48,58,2,264,176,VIP,0.23,1,Medium,0.48,0,0
84700,259,107,16,4,78,3,215,157,General,0.49,0.84,Fast,0.1,0,1
84701,320,130,20,66,79,1,339,225,General,0.48,0.07,Fast,0.22,0,0
84702,600,98,10,24,69,0,255,272,General,0.36,0.57,Slow,0.64,0,0
84703,150,127,6,82,57,1,190,163,General,0.41,0.48,Fast,0.44,0,0
